shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
6,25.802269,-80.189138,68
6,25.803105,-80.189218,69
6,25.803695,-80.189265,70
6,25.804190,-80.189330,71
6,25.804280,-80.189397,72
6,25.804299,-80.189569,73
6,25.804255,-80.190953,74
6,25.804145,-80.191181,75
6,25.804066,-80.193519,76
6,25.804110,-80.193625,77
6,25.804201,-80.193664,78
6,25.805740,-80.193290,79
6,25.807090,-80.192970,80
6,25.808443,-80.192688,81
6,25.810422,-80.192265,82
6,25.810471,-80.192239,83
6,25.810510,-80.192180,84
6,25.810520,-80.192120,85
6,25.810571,-80.191617,86
6,25.810580,-80.191305,87
6,25.810598,-80.191201,88
6,25.810621,-80.191134,89
6,25.810688,-80.191130,90
6,25.810750,-80.191159,91
6,25.810906,-80.191243,92
6,25.811978,-80.191292,93
6,25.812716,-80.191360,94
6,25.813431,-80.191368,95
6,25.813468,-80.191431,96
6,25.813494,-80.191518,97
6,25.813377,-80.195302,98
6,25.813330,-80.195443,99
6,25.813218,-80.195493,100
6,25.812560,-80.195480,101
6,25.808350,-80.195280,102
6,25.808206,-80.195208,103
6,25.808143,-80.195058,104
6,25.808200,-80.193820,105
6,25.808226,-80.192863,106
6,25.808170,-80.192810,107
6,25.807090,-80.193080,108
6,25.805830,-80.193370,109
6,25.8047,-80.19362,110
6,25.8041506,-80.1937504,111
6,25.8040456,-80.1937295,112
6,25.8039818,-80.1936362,113
6,25.8040049,-80.1924183,114
6,25.8040585,-80.1911948,115
6,25.8042054,-80.1909534,116
6,25.80425,-80.18957,117
6,25.8042263,-80.1894359,118
6,25.8041567,-80.1893983,119
6,25.8017976,-80.1892341,120
6,25.8002962,-80.1891941,121
6,25.7990096,-80.1891528,122
6,25.7949909,-80.1890959,123
6,25.7925073,-80.1890338,124
6,25.7923854,-80.1889569,125
6,25.7923069,-80.1888157,126
6,25.7923286,-80.1877312,127
6,25.7922237,-80.1874334,128
6,25.79201,-80.1872,129
6,25.79101,-80.18717,130
6,25.7899536,-80.1871509,131
6,25.78976,-80.1872,132
6,25.7896535,-80.1872508,133
6,25.7896062,-80.187369,134
6,25.7895795,-80.1882554,135
6,25.789592,-80.188938,136
6,25.789546,-80.1891069,137
6,25.789437,-80.189162,138
6,25.7882808,-80.1892251,139
6,25.7863092,-80.1891531,140
6,25.785947,-80.1891713,141
6,25.78551,-80.18927,142
6,25.7849,-80.18943,143
6,25.78439,-80.18954,144
6,25.7838442,-80.1895728,145
6,25.7818763,-80.1895427,146
6,25.781345,-80.1895196,147
6,25.7808587,-80.1894197,148
6,25.7803,-80.18925,149
6,25.7792,-80.18889,150
6,25.7785322,-80.1886594,151
6,25.7781293,-80.1885146,152
6,25.77728,-80.18831,153
6,25.77624,-80.18793,154
6,25.7753934,-80.1878254,155
6,25.774459,-80.1877334,156
6,25.77411,-80.18766,157
6,25.7736,-80.18749,158
6,25.7727917,-80.1875121,159
6,25.7727131,-80.1876062,160
6,25.77269,-80.18775,161
6,25.77263,-80.18929,162
6,25.7726154,-80.1898419,163
6,25.7725864,-80.1900638,164
6,25.772429,-80.1901443,165
6,25.7717967,-80.1901349,166
6,25.7710135,-80.1900706,167
6,25.7705334,-80.1901026,168
6,25.7701423,-80.1900688,169
6,25.7696565,-80.1900232,170
6,25.7693872,-80.190019,171
6,25.7690933,-80.1900541,172
6,25.7686062,-80.1901697,173
6,25.7672375,-80.1905018,174
6,25.7671607,-80.1905697,175
6,25.7671177,-80.1906591,176
6,25.7674,-80.19203,177
6,25.76733,-80.19471,178
6,25.7673,-80.19516,179
6,25.7672,-80.19527,180
