shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
2,25.86675868,-80.31491339,54
2,25.86394453,-80.31483293,55
2,25.86258329,-80.31477392,56
2,25.86044485,-80.31471491,57
2,25.85670369,-80.31462908,58
2,25.85539064,-80.31457543,59
2,25.8552603,-80.31441987,60
2,25.8552603,-80.31064332,61
2,25.85523616,-80.30665219,62
2,25.85516375,-80.30657709,63
2,25.85079001,-80.30643225,64
2,25.8489555,-80.3063786,65
2,25.84806238,-80.30632496,66
2,25.84799962,-80.30617476,67
2,25.84799479,-80.30035436,68
2,25.84799479,-80.29438376,69
2,25.84801893,-80.29053211,70
2,25.84816376,-80.28642297,71
2,25.84830859,-80.28246939,72
2,25.84822169,-80.28239429,73
2,25.84564366,-80.28228164,74
2,25.84294971,-80.28216362,75
2,25.84096058,-80.2820617,76
2,25.84086885,-80.28196514,77
2,25.84095092,-80.2800715,78
2,25.8410668,-80.2799964,79
2,25.84126957,-80.28000176,80
2,25.84136613,-80.27991593,81
2,25.84138545,-80.27961016,82
2,25.84137096,-80.27836025,83
2,25.84134199,-80.27816713,84
2,25.84124061,-80.27810276,85
2,25.84108128,-80.2780652,86
2,25.84096058,-80.2778399,87
2,25.84107645,-80.27411163,88
2,25.84100403,-80.27404189,89
2,25.83930939,-80.27398288,90
2,25.83567379,-80.27382195,91
2,25.83285889,-80.2737093,92
2,25.83028053,-80.27363956,93
2,25.82845053,-80.27356982,94
2,25.82481459,-80.27343571,95
2,25.8231004,-80.27337134,96
2,25.8230328,-80.27344108,97
2,25.82287345,-80.27723908,98
2,25.82282033,-80.27926147,99
2,25.82288794,-80.27934194,100
2,25.82447659,-80.27939558,101
2,25.8263163,-80.27946532,102
2,25.82642253,-80.27962089,103
2,25.82634045,-80.28135896,104
2,25.82623904,-80.28149307,105
2,25.8245635,-80.28141797,106
2,25.82448624,-80.28132141,107
2,25.82473251,-80.27352154,108
2,25.82465042,-80.27341425,109
2,25.82305211,-80.27334452,110
2,25.82291691,-80.27316749,111
2,25.82292657,-80.27141333,112
2,25.82283965,-80.27130604,113
2,25.82215396,-80.27128994,114
2,25.82208153,-80.27134895,115
2,25.82206705,-80.27282953,116
3,25.88134486,-80.26516914,1
3,25.881077,-80.26544273,2
3,25.8809129,-80.2654025,3
3,25.8798149,-80.26647806,4
3,25.87927433,-80.26684284,5
3,25.87842488,-80.26717544,6
3,25.87692866,-80.26717544,7
3,25.87370448,-80.26706815,8
3,25.87102081,-80.26702523,9
3,25.86745376,-80.26687503,10
3,25.86559055,-80.26683211,11
3,25.8619268,-80.2667892,12
3,25.85728298,-80.26670337,13
3,25.85450722,-80.26663899,14
3,25.85275966,-80.26660144,15
3,25.84901344,-80.2664566,16
3,25.84539744,-80.26633322,17
3,25.84531537,-80.26641905,18
3,25.84498225,-80.26833415,19
3,25.84489535,-80.27013659,20
3,25.84480845,-80.27403653,21
3,25.844905,-80.27418673,22
3,25.84665267,-80.27431011,23
3,25.84852101,-80.27443886,24
3,25.85132588,-80.27458906,25
3,25.85146588,-80.27477145,26
3,25.85132588,-80.27845681,27
3,25.8512245,-80.2803129,28
3,25.85111346,-80.28039873,29
3,25.85036035,-80.28036118,30
3,25.85018656,-80.28043091,31
3,25.84988242,-80.2806294,32
3,25.84950103,-80.28067768,33
3,25.84774375,-80.28061867,34
3,25.84757478,-80.28059721,35
3,25.84748788,-80.28046846,36
3,25.84752167,-80.28001249,37
3,25.84754581,-80.27967453,38
3,25.84767616,-80.27959406,39
3,25.848101,-80.27953506,40
3,25.84815411,-80.27944386,41
3,25.84812514,-80.27933121,42
3,25.84802376,-80.27930975,43
3,25.84729477,-80.27944922,44
3,25.84708235,-80.27950287,45
3,25.84691337,-80.27954042,46
3,25.84675406,-80.27949214,47
3,25.84662854,-80.2794224,48
3,25.84661888,-80.27932048,49
3,25.8466913,-80.27922928,50
3,25.84691337,-80.2792722,51
3,25.84733822,-80.27939022,52
3,25.84797065,-80.27928829,53
3,25.84908585,-80.27912736,54
3,25.85056794,-80.27912199,55
3,25.85082381,-80.27896643,56
3,25.85084312,-80.27860701,57
3,25.85099277,-80.27850509,58
3,25.85123898,-80.27847826,59
3,25.85138381,-80.27483046,60
3,25.85129691,-80.27467489,61
3,25.84852584,-80.27450323,62
3,25.84658509,-80.27438521,63
3,25.84479879,-80.27428865,64
3,25.84206136,-80.27412236,65
3,25.84124543,-80.27411163,66
3,25.84119715,-80.27423501,67
3,25.84105231,-80.27795255,68
3,25.84100403,-80.27995884,69
3,25.84108611,-80.28003931,70
3,25.8412744,-80.28003931,71
3,25.84137096,-80.27991056,72
3,25.84137096,-80.27939558,73
3,25.84137579,-80.27830124,74
3,25.84129854,-80.27814567,75
3,25.84110542,-80.27811348,76
3,25.841033,-80.27822077,77
3,25.84094127,-80.28198659,78
3,25.84100886,-80.28205633,79
3,25.84294488,-80.28212607,80
3,25.84562435,-80.28225482,81
3,25.84845342,-80.28235137,82
3,25.85109898,-80.28242648,83
3,25.85483066,-80.2826035,84
3,25.85761606,-80.2826786,85
3,25.86128961,-80.28279126,86
3,25.86500648,-80.28294683,87
3,25.86679247,-80.28302729,88
3,25.86695659,-80.28320968,89
